x_m,y_m,z_m,pressure_Pa,temperature_K
0.232443884,0.274938406,0.00166891045,583.307351,318.173067
0.223967748,0.283091231,0.00150000001,473.75346,318.973417
0.227502334,0.278538775,0.00350000011,581.625931,318.043183
0.22966031,0.274086476,0.00150000001,611.561134,318.191237
0.22229608,0.281805137,0.00150000001,503.637684,318.811294
0.225398184,0.277916113,0.00150000001,608.868879,318.575366
0.229060953,0.273058995,0.00283378303,635.862651,317.901975
0.222528137,0.278995557,0.00350000011,613.62697,318.08014
0.224550107,0.276320503,0.00350000011,632.95081,317.91545
0.225892029,0.275286304,0.00150000001,631.061545,318.395036
0.225271083,0.27526272,0.00350000011,639.588195,317.873269
0.223800852,0.276155973,0.00150000001,639.403333,318.475796
0.223287206,0.27615614,0.00150000001,643.38165,318.478705
0.220741182,0.277994287,0.00150000001,633.364031,318.585197
0.218075642,0.283315923,0.00350000011,622.554544,318.527901
0.224201231,0.273553899,0.00350000011,654.395934,317.78995
0.223216233,0.274421657,0.00350000011,652.452852,317.829024
0.220121229,0.277990646,0.00350000011,640.508541,318.015435
0.225136563,0.272090411,0.00150000001,655.675008,318.070072
0.224178395,0.271771127,0.00350000011,660.354373,317.697646
0.223920217,0.271909627,0.00350000011,660.893591,317.704031
0.224847685,0.271363874,0.00350000011,661.140055,317.682129
0.218081382,0.276993923,0.00350000011,651.63788,317.984159
0.219677526,0.274955609,0.00350000011,657.861836,317.885779
0.222270088,0.271985072,0.00350000011,664.167853,317.711235
0.221683199,0.272296367,0.00350000011,663.475422,317.734513
0.223685062,0.270406579,0.00350000011,667.67395,317.610646
0.218881608,0.274795088,0.00350000011,659.344561,317.893826
0.212759073,0.281217443,0.00350000011,648.792273,318.206296
0.214012425,0.284534747,0.00150000001,654.337539,318.90133
0.212181405,0.280430465,0.00150000001,657.700243,318.722176
0.215170922,0.286657688,0.00283449101,644.341498,319.101755
0.216632652,0.275567928,0.00150000001,660.94618,318.445396
0.213482444,0.278405659,0.00150000001,654.79682,318.624851
0.218585303,0.272906207,0.00350000011,663.644181,317.831763
0.217412018,0.274121615,0.00350000011,662.51554,317.906232
0.2136823,0.285582424,0.00350000011,657.484463,318.614807
0.214716274,0.286910263,0.0031671067,659.013543,319.07647
0.214982686,0.276845908,0.00150000001,660.260268,318.528088
0.219995523,0.270350494,0.00318111526,664.916287,317.680432
0.213514094,0.286884963,0.00350000011,658.152933,318.827027
0.209494496,0.280411968,0.00150000001,660.63156,318.746313
0.212199752,0.285536233,0.00150000001,669.653425,318.949491
0.21574216,0.273987847,0.00150000001,661.994646,318.307951
0.210425143,0.28444534,0.00150000001,658.303992,318.89341
0.212988856,0.275872683,0.00350000011,662.06944,318.091231
0.208650153,0.283065223,0.00150000001,653.798239,318.868412
0.215431966,0.272785152,0.0029184615,662.420017,318.000126
0.209798618,0.278677942,0.00350000011,660.888344,318.212818
0.210534466,0.285763248,0.00150000001,672.4153,318.941239
0.209632312,0.285730266,0.00150000001,666.58089,318.966248
0.211769161,0.288547555,0.0033331351,664.817858,319.128505
0.206959172,0.284115443,0.00350000011,657.61739,318.358905
0.211116388,0.275182693,0.00177604894,663.020172,318.325398
0.210345181,0.288126722,0.00350000011,667.918776,318.818491
0.210040887,0.275953365,0.00150000001,661.931231,318.458191
0.204599069,0.280709597,0.00350000011,662.729441,318.381766
0.211076927,0.288932138,0.00316506692,676.639111,319.160818
0.208550675,0.287578072,0.00350000011,670.070196,318.64512
0.203636841,0.282814279,0.00350000011,660.10161,318.374207
0.210202212,0.289418074,0.00177497588,679.444588,319.252287
0.202455977,0.28121102,0.00350000011,663.285992,318.449544
0.206515395,0.286965597,0.00150000001,657.365469,319.029695
0.208668785,0.289404297,0.00350000011,680.79743,318.912632
0.205551035,0.285986183,0.00150000001,653.24248,318.991789
0.200335204,0.281172241,0.00215607902,663.6496,318.660464
0.205126772,0.288257507,0.00350000011,651.800871,318.596105
0.200439038,0.283457308,0.00350000011,655.229421,318.439713
0.204364356,0.287309872,0.00150000001,642.254665,319.038992
0.205112601,0.288821723,0.00150000001,646.868942,319.102817
0.202613354,0.287188298,0.00150000001,635.862676,319.009798
0.203180375,0.288204815,0.00350000011,645.061613,318.538758
0.200642223,0.286361641,0.00150000001,635.93422,318.937022
0.202822935,0.289199525,0.00150000001,645.899671,319.088164
0.198536383,0.284983106,0.00350000011,628.217124,318.437443
0.197165535,0.283104149,0.00150000001,628.03388,318.780035
0.199348188,0.287019891,0.00150000001,621.295802,318.924369
0.195893562,0.283639818,0.00206930327,590.972147,318.702413
0.194793597,0.284250912,0.00296577076,589.097329,318.65474
0.196656289,0.287042584,0.00150000001,584.90193,318.874551
0.197384667,0.288275239,0.00350000011,610.406443,318.398271
0.196286151,0.28722104,0.00350000011,595.143831,318.402359
