x_m,y_m,z_m,temperature_K
0.316650141,0.285146823,0.00499999989,318.955942
0.302423246,0.289070761,0.00499999989,319.978656
0.307532338,0.275786199,0.00499999989,318.138072
0.323765946,0.2448788,0.00499999989,316.934169
0.321207224,0.251688759,0.00499999989,316.827459
0.314897726,0.285363995,0.00499999989,318.984485
0.315222412,0.285459436,0.00499999989,318.984485
0.315595379,0.257790998,0.00499999989,316.422869
0.309180993,0.263862997,0.00499999989,316.84435
0.312522552,0.260233615,0.00499999989,316.493045
0.305472227,0.270030214,0.00499999989,317.53529
0.321922388,0.247565412,0.00499999989,316.716844
0.296558791,0.289648508,0.00499999989,320.005475
0.296985689,0.289515583,0.00499999989,320.005475
0.295631966,0.288341735,0.00499999989,319.889183
0.292284571,0.298458357,0.00499999989,320.748371
0.30342256,0.270276713,0.00499999989,317.485634
0.311377464,0.280182339,0.00499999989,318.514217
0.317792737,0.254789944,0.00499999989,316.42467
0.317091312,0.255802551,0.00499999989,316.382779
0.321083979,0.248945488,0.00499999989,316.657625
0.322350987,0.246058566,0.00499999989,316.782099
0.309776725,0.286722318,0.00499999989,319.29236
0.313149526,0.284904763,0.00499999989,318.924649
0.312971156,0.258622179,0.00499999989,316.296867
0.321029164,0.248150558,0.00499999989,316.53347
0.317807275,0.252779706,0.00499999989,316.252087
0.29003339,0.300068579,0.00499999989,320.770264
0.303129089,0.272008838,0.00499999989,317.657102
0.306305572,0.26430589,0.00499999989,316.560874
0.310117126,0.26028145,0.00499999989,316.232243
0.317204266,0.254281735,0.00499999989,316.263842
0.307332902,0.262079753,0.00499999989,316.222193
0.315811613,0.254332161,0.00499999989,316.112123
0.287584541,0.304250673,0.00499999989,320.851217
0.301722129,0.272279489,0.00499999989,317.632917
0.303557372,0.266302053,0.00499999989,316.745817
0.306787398,0.278878214,0.00499999989,318.339325
0.305050867,0.277446701,0.00499999989,318.165335
0.308796848,0.281255647,0.00499999989,318.550138
0.321185033,0.243460233,0.00499999989,316.33956
0.316073211,0.253359343,0.00499999989,316.06336
0.287495288,0.293718157,0.00499999989,320.250643
0.29365056,0.28453229,0.00499999989,319.289306
0.3030285,0.266571462,0.00499999989,316.824393
0.303026712,0.274892874,0.00499999989,317.894597
0.307404181,0.279896827,0.00499999989,318.413003
0.30314292,0.275236926,0.00499999989,317.950008
0.305318239,0.278862056,0.00499999989,318.31068
0.318504731,0.247716458,0.00499999989,316.063966
0.316566327,0.250674254,0.00499999989,315.947214
0.285773085,0.298261922,0.00499999989,320.497242
0.300852825,0.268251064,0.00499999989,316.966583
0.304236302,0.277142271,0.00499999989,318.121069
0.303025044,0.276242708,0.00499999989,318.030354
0.320846762,0.241602367,0.00499999989,316.166367
0.284367923,0.298409907,0.00499999989,320.437441
0.300702825,0.274053167,0.00499999989,317.74442
0.30718316,0.281870444,0.00499999989,318.62301
0.316461116,0.248124652,0.00499999989,315.878552
0.283768199,0.291905323,0.00499999989,319.921566
0.295965579,0.282819172,0.00499999989,318.978183
0.292796019,0.283301984,0.00499999989,319.011225
0.302194974,0.282354097,0.00499999989,318.756286
0.311383461,0.254867987,0.00499999989,315.855728
0.309271121,0.256717617,0.00499999989,315.862366
0.299879143,0.273014961,0.00499999989,317.638133
0.299332735,0.273275838,0.00499999989,317.654559
0.300676346,0.266029272,0.00499999989,316.543469
0.305081172,0.260156854,0.00499999989,315.929139
0.302832384,0.278282096,0.00499999989,318.213486
0.317602118,0.246794736,0.00499999989,315.907264
0.292952966,0.282044358,0.00499999989,318.808905
0.291341541,0.282978418,0.00499999989,318.874043
0.290604644,0.283157545,0.00499999989,318.9086
0.281665473,0.30487314,0.00499999989,320.698286
0.30101488,0.281827709,0.00499999989,318.685328
0.311422648,0.25347993,0.00499999989,315.826417
0.301476728,0.276961059,0.00499999989,318.071996
0.303554806,0.261649947,0.00499999989,315.983668
0.28308875,0.290252996,0.00499999989,319.656509
0.28052605,0.305329265,0.00499999989,320.680667
